user_id,Age,Occupation,Monthly Income,Family size
94249,29,Employee,25001 to 50000,4
94250,27,Self Employeed,25001 to 50000,6
94251,25,Self Employeed,10001 to 25000,3
94252,21,Student,No Income,2
94253,24,Student,No Income,2
94254,26,Self Employeed,10001 to 25000,5
94255,32,Employee,25001 to 50000,3
94256,29,Self Employeed,More than 50000,6
94257,21,Student,No Income,5
94258,24,Self Employeed,25001 to 50000,3
94259,26,Self Employeed,More than 50000,2
94260,31,Employee,More than 50000,3
94261,29,Employee,25001 to 50000,3
94262,22,Student,No Income,3
94263,24,Student,No Income,2
94264,27,Employee,25001 to 50000,2
94265,23,Student,No Income,3
94266,30,Employee,More than 50000,6
94267,22,Student,No Income,2
94268,28,Employee,25001 to 50000,3
94269,23,Student,No Income,2
94270,30,Self Employeed,More than 50000,1
94271,21,Student,No Income,3
94272,26,Employee,Below Rs.10000,6
94273,25,Self Employeed,More than 50000,3
94274,31,Employee,Below Rs.10000,1
94275,23,Employee,25001 to 50000,2
94276,22,Student,Below Rs.10000,4
94277,27,Employee,More than 50000,2
94278,22,Student,No Income,3
94279,24,Student,No Income,3
94280,23,Student,No Income,2
94281,23,Student,No Income,4
94282,22,Student,No Income,5
94283,23,Student,Below Rs.10000,2
94284,23,Student,No Income,5
94285,20,Student,No Income,4
94286,24,Student,Below Rs.10000,3
94287,22,Student,Below Rs.10000,3
94288,22,Student,No Income,6
94289,22,Student,Below Rs.10000,4
94290,27,Employee,More than 50000,2
94291,22,Student,No Income,3
94292,24,Student,No Income,3
94293,23,Student,No Income,2
94294,23,Student,No Income,4
94295,22,Student,No Income,5
94296,23,Student,Below Rs.10000,2
94297,23,Student,No Income,5
94298,21,Student,No Income,4
94299,23,Self Employeed,10001 to 25000,5
94300,24,Student,No Income,6
94301,28,Employee,25001 to 50000,2
94302,23,Student,No Income,3
94303,25,Student,No Income,4
94304,21,Student,Below Rs.10000,1
94305,24,Student,No Income,3
94306,22,Student,No Income,4
94307,22,Student,No Income,4
94308,23,Student,No Income,4
94309,21,Student,Below Rs.10000,3
94310,25,Student,No Income,3
94311,22,Student,No Income,5
94312,22,Student,No Income,3
94313,23,Employee,10001 to 25000,3
94314,22,Student,Below Rs.10000,4
94315,22,Employee,10001 to 25000,5
94316,22,Student,No Income,4
94317,25,Employee,More than 50000,4
94318,22,Student,10001 to 25000,5
94319,22,Student,No Income,2
94320,25,Student,10001 to 25000,3
94321,25,Student,No Income,5
94322,32,House wife,No Income,5
94323,23,Student,No Income,3
94324,23,Student,No Income,4
94325,30,Self Employeed,More than 50000,4
94326,23,Student,No Income,3
94327,23,Student,No Income,4
94328,22,Student,No Income,5
94329,22,Student,No Income,5
94330,27,Self Employeed,10001 to 25000,2
94331,24,Student,No Income,3
94332,23,Student,No Income,2
94333,23,Student,No Income,3
94334,22,Student,10001 to 25000,5
94335,23,Student,No Income,5
94336,23,Student,No Income,2
94337,24,Student,No Income,3
94338,25,Student,No Income,2
94339,22,Student,No Income,3
94340,28,Student,No Income,2
94341,22,Student,No Income,1
94342,24,Student,No Income,3
94343,31,Employee,More than 50000,5
94344,25,Student,No Income,4
94345,23,Student,No Income,5
94346,22,Student,No Income,3
94347,23,Student,25001 to 50000,1
94348,23,Student,No Income,4
94349,23,Student,No Income,2
94350,25,Student,No Income,6
94351,24,Employee,10001 to 25000,4
94352,23,Student,No Income,4
94353,23,Student,No Income,4
94354,24,Employee,More than 50000,4
94355,22,Student,No Income,4
94356,24,Student,10001 to 25000,3
94357,25,Student,No Income,3
94358,23,Student,No Income,2
94359,26,Student,No Income,4
94360,24,Student,25001 to 50000,3
94361,26,Student,No Income,4
94362,21,Student,No Income,4
94363,22,Student,No Income,3
94364,24,Student,No Income,5
94365,24,Student,10001 to 25000,4
94366,23,Student,No Income,3
94367,23,Student,No Income,3
94368,22,Student,No Income,3
94369,23,Student,No Income,3
94370,24,Student,No Income,4
94371,24,Student,No Income,5
94372,25,Student,No Income,1
94373,25,Student,No Income,5
94374,28,Self Employeed,10001 to 25000,2
94375,27,Employee,25001 to 50000,5
94376,26,Self Employeed,10001 to 25000,1
94377,22,Student,No Income,2
94378,24,Student,No Income,3
94379,23,Student,No Income,1
94380,25,Student,No Income,1
94381,23,Student,No Income,5
94382,23,Student,No Income,5
94383,26,Employee,25001 to 50000,5
94384,32,House wife,No Income,3
94385,24,Student,10001 to 25000,3
94386,23,Student,No Income,2
94387,22,Employee,10001 to 25000,3
94388,24,Student,No Income,3
94389,26,Employee,25001 to 50000,2
94390,28,Employee,More than 50000,3
94391,26,Employee,More than 50000,2
94392,25,Student,No Income,1
94393,25,Employee,Below Rs.10000,2
94394,18,Student,No Income,5
94395,21,Student,No Income,4
94396,25,Student,No Income,1
94397,25,Student,Below Rs.10000,2
94398,23,Student,No Income,5
94399,23,Employee,10001 to 25000,2
94400,25,Employee,25001 to 50000,4
94401,31,House wife,No Income,5
94402,24,Self Employeed,More than 50000,2
94403,32,Employee,25001 to 50000,5
94404,25,Employee,25001 to 50000,3
94405,27,Self Employeed,More than 50000,5
94406,26,Self Employeed,25001 to 50000,3
94407,26,Self Employeed,25001 to 50000,3
94408,32,Employee,More than 50000,5
94409,24,Self Employeed,More than 50000,6
94410,27,Self Employeed,25001 to 50000,3
94411,23,Student,No Income,3
94412,25,Student,No Income,4
94413,23,Student,No Income,3
94414,23,Student,No Income,4
94415,28,Employee,More than 50000,3
94416,32,Employee,More than 50000,1
94417,23,Student,No Income,2
94418,19,Student,No Income,2
94419,19,Student,No Income,4
94420,27,Employee,25001 to 50000,2
94421,25,Self Employeed,25001 to 50000,3
94422,33,Employee,More than 50000,5
94423,26,Employee,More than 50000,3
94424,22,Student,Below Rs.10000,4
94425,23,Student,No Income,3
94426,22,Student,No Income,3
94427,25,Employee,25001 to 50000,2
94428,30,House wife,No Income,5
94429,24,Student,No Income,3
94430,25,Employee,10001 to 25000,3
94431,23,Student,More than 50000,3
94432,24,Student,No Income,4
94433,32,Employee,10001 to 25000,4
94434,22,Student,No Income,4
94435,23,Student,More than 50000,3
94436,23,Student,No Income,4
94437,20,Student,No Income,2
94438,21,Student,No Income,2
94439,24,Self Employeed,10001 to 25000,5
94440,23,Student,No Income,4
94441,25,Employee,25001 to 50000,3
94442,32,House wife,No Income,3
94443,27,Employee,More than 50000,5
94444,20,Student,No Income,2
94445,21,Student,No Income,2
94446,26,Employee,More than 50000,3
94447,25,Employee,10001 to 25000,4
94448,26,Employee,25001 to 50000,3
94449,26,Employee,25001 to 50000,3
94450,27,Employee,More than 50000,4
94451,27,Student,No Income,5
94452,24,Student,No Income,5
94453,25,Self Employeed,More than 50000,2
94454,20,Student,No Income,2
94455,22,Student,No Income,1
94456,26,Student,Below Rs.10000,3
94457,27,Employee,25001 to 50000,1
94458,25,Student,No Income,3
94459,24,Employee,Below Rs.10000,2
94460,23,Employee,10001 to 25000,6
94461,22,Student,No Income,2
94462,26,Self Employeed,More than 50000,3
94463,26,Employee,Below Rs.10000,1
94464,25,Self Employeed,25001 to 50000,3
94465,29,Employee,More than 50000,3
94466,23,Student,Below Rs.10000,3
94467,22,Employee,25001 to 50000,4
94468,22,Student,No Income,2
94469,32,House wife,No Income,5
94470,28,Employee,More than 50000,1
94471,22,Student,No Income,2
94472,25,Employee,10001 to 25000,2
94473,26,Employee,25001 to 50000,2
94474,31,Self Employeed,More than 50000,6
94475,24,Student,No Income,3
94476,24,Employee,25001 to 50000,2
94477,31,Employee,More than 50000,5
94478,26,Employee,25001 to 50000,2
94479,24,Self Employeed,More than 50000,2
94480,22,Student,No Income,3
94481,19,Student,No Income,6
94482,25,Employee,More than 50000,6
94483,23,House wife,No Income,6
94484,23,Student,No Income,2
94485,23,Student,No Income,2
94486,24,Student,No Income,5
94487,22,Employee,25001 to 50000,4
94488,26,Employee,More than 50000,4
94489,25,Student,No Income,3
94490,20,Student,No Income,2
94491,29,Employee,25001 to 50000,4
94492,23,Student,No Income,1
94493,25,Self Employeed,More than 50000,2
94494,29,Employee,25001 to 50000,4
94495,27,Self Employeed,25001 to 50000,6
94496,25,Self Employeed,10001 to 25000,3
94497,21,Student,No Income,2
94498,23,Student,No Income,3
94499,24,Employee,10001 to 25000,4
94500,32,Self Employeed,10001 to 25000,3
94501,28,Employee,25001 to 50000,5
94502,26,Employee,10001 to 25000,2
94503,31,House wife,No Income,5
94504,27,Self Employeed,25001 to 50000,3
94505,21,Student,No Income,1
94506,23,Student,No Income,2
94507,26,Employee,10001 to 25000,4
94508,32,Employee,More than 50000,5
94509,25,Student,No Income,2
94510,28,Self Employeed,10001 to 25000,2
94511,21,Student,No Income,3
94512,24,Student,No Income,2
94513,26,Self Employeed,10001 to 25000,5
94514,32,Employee,25001 to 50000,3
94515,29,Self Employeed,More than 50000,6
94516,21,Student,No Income,5
94517,24,Self Employeed,25001 to 50000,3
94518,26,Self Employeed,More than 50000,2
94519,25,Employee,More than 50000,3
94520,29,Employee,25001 to 50000,3
94521,22,Student,No Income,3
94522,24,Student,No Income,2
94523,27,Employee,25001 to 50000,2
94524,23,Student,No Income,3
94525,32,Employee,More than 50000,6
94526,22,Student,No Income,2
94527,28,Employee,25001 to 50000,3
94528,23,Student,No Income,2
94529,30,Self Employeed,More than 50000,1
94530,21,Student,No Income,3
94531,26,Employee,Below Rs.10000,6
94532,25,Self Employeed,More than 50000,3
94533,31,Employee,Below Rs.10000,1
94534,23,Employee,25001 to 50000,2
94535,29,Employee,25001 to 50000,3
94536,21,Student,No Income,6
94537,20,Student,No Income,3
94538,22,Employee,10001 to 25000,2
94539,30,House wife,No Income,6
94540,27,Self Employeed,More than 50000,3
94541,23,Student,No Income,2
94542,30,Self Employeed,25001 to 50000,6
94543,23,Student,No Income,3
94544,28,Employee,25001 to 50000,6
94545,30,Self Employeed,More than 50000,6
94546,24,Employee,25001 to 50000,2
94547,21,Student,No Income,2
94548,23,Employee,10001 to 25000,3
94549,25,Self Employeed,More than 50000,4
94550,24,Employee,25001 to 50000,2
94551,26,Employee,10001 to 25000,3
94552,25,Employee,25001 to 50000,2
94553,22,Student,25001 to 50000,3
94554,26,Employee,25001 to 50000,2
94555,23,Employee,10001 to 25000,2
94556,21,Employee,Below Rs.10000,2
94557,25,Self Employeed,25001 to 50000,3
94558,24,Employee,10001 to 25000,2
94559,22,Student,No Income,2
94560,23,Student,No Income,4
94561,24,Employee,More than 50000,3
94562,22,Student,No Income,2
94563,30,Employee,More than 50000,5
94564,23,Employee,10001 to 25000,4
94565,19,Student,No Income,6
94566,21,Student,No Income,2
94567,23,Student,No Income,4
94568,24,Employee,25001 to 50000,3
94569,26,Employee,10001 to 25000,2
94570,26,Student,No Income,2
94571,25,Student,10001 to 25000,2
94572,28,Employee,25001 to 50000,5
94573,25,Student,No Income,3
94574,20,Student,No Income,2
94575,27,Self Employeed,More than 50000,6
94576,25,Employee,25001 to 50000,3
94577,24,Student,No Income,5
94578,25,Employee,More than 50000,1
94579,25,Employee,25001 to 50000,3
94580,24,Student,Below Rs.10000,5
94581,24,Student,No Income,3
94582,22,Employee,10001 to 25000,1
94583,28,Employee,25001 to 50000,2
94584,25,Employee,More than 50000,6
94585,22,Student,Below Rs.10000,3
94586,22,Student,No Income,6
94587,22,Student,Below Rs.10000,4
94588,27,Employee,More than 50000,2
94589,22,Student,No Income,3
94590,24,Student,No Income,3
94591,23,Student,No Income,2
94592,23,Student,No Income,4
94593,22,Student,No Income,5
94594,23,Student,Below Rs.10000,2
94595,32,Employee,More than 50000,5
94596,25,Student,No Income,2
94597,28,Self Employeed,10001 to 25000,2
94598,21,Student,No Income,3
94599,24,Student,No Income,2
94600,26,Self Employeed,10001 to 25000,5
94601,32,Employee,25001 to 50000,3
94602,29,Self Employeed,More than 50000,6
94603,21,Student,No Income,5
94604,24,Self Employeed,25001 to 50000,3
94605,26,Self Employeed,More than 50000,2
94606,21,Employee,More than 50000,3
94607,29,Employee,25001 to 50000,3
94608,22,Student,No Income,3
94609,24,Student,No Income,2
94610,27,Employee,25001 to 50000,2
94611,23,Student,No Income,3
94612,32,Employee,More than 50000,6
94613,22,Student,No Income,2
94614,22,Employee,25001 to 50000,4
94615,26,Employee,More than 50000,4
94616,25,Student,No Income,3
94617,20,Student,No Income,2
94618,29,Employee,25001 to 50000,4
94619,23,Student,No Income,1
94620,25,Self Employeed,More than 50000,2
94621,29,Employee,25001 to 50000,4
94622,27,Self Employeed,25001 to 50000,6
94623,25,Self Employeed,10001 to 25000,3
94624,21,Student,No Income,2
94625,23,Student,No Income,3
94626,24,Employee,10001 to 25000,4
94627,22,Self Employeed,10001 to 25000,3
94628,28,Employee,25001 to 50000,5
94629,26,Employee,10001 to 25000,2
94630,22,Employee,25001 to 50000,4
94631,26,Employee,More than 50000,4
94632,25,Student,No Income,3
94633,20,Student,No Income,2
94634,29,Employee,25001 to 50000,4
94635,23,Student,No Income,1
94636,25,Self Employeed,More than 50000,2
94637,29,Employee,25001 to 50000,4
94638,27,Self Employeed,25001 to 50000,6
94639,25,Self Employeed,10001 to 25000,3
94640,21,Student,No Income,2
94641,24,Student,No Income,2
94642,26,Self Employeed,10001 to 25000,5
94643,32,Employee,25001 to 50000,3
94644,29,Self Employeed,More than 50000,6
94645,21,Student,No Income,5
94646,24,Self Employeed,25001 to 50000,3
94647,26,Self Employeed,More than 50000,2
94648,31,Employee,More than 50000,3
94649,29,Employee,25001 to 50000,3
94650,22,Student,No Income,3
94651,24,Student,No Income,2
94652,27,Employee,25001 to 50000,2
94653,23,Student,No Income,3
94654,30,Employee,More than 50000,6
94655,22,Student,No Income,2
94656,28,Employee,25001 to 50000,3
94657,23,Student,No Income,2
94658,30,Self Employeed,More than 50000,1
94659,21,Student,No Income,3
94660,26,Employee,Below Rs.10000,6
94661,25,Self Employeed,More than 50000,3
94662,31,Employee,Below Rs.10000,1
94663,23,Employee,25001 to 50000,2
94664,22,Student,Below Rs.10000,4
94665,27,Employee,More than 50000,2
94666,22,Student,No Income,3
94667,24,Student,No Income,3
94668,23,Student,No Income,2
94669,23,Student,No Income,4
94670,22,Student,No Income,5
94671,23,Student,Below Rs.10000,2
94672,23,Student,No Income,5
94673,20,Student,No Income,4
94674,24,Student,Below Rs.10000,3
94675,22,Student,Below Rs.10000,3
94676,22,Student,No Income,6
94677,22,Student,Below Rs.10000,4
94678,27,Employee,More than 50000,2
94679,22,Student,No Income,3
94680,24,Student,No Income,3
94681,23,Student,No Income,2
94682,23,Student,No Income,4
94683,22,Student,No Income,5
94684,23,Student,Below Rs.10000,2
94685,23,Student,No Income,5
94686,21,Student,No Income,4
94687,23,Self Employeed,10001 to 25000,5
94688,24,Student,No Income,6
94689,28,Employee,25001 to 50000,2
94690,23,Student,No Income,3
94691,25,Student,No Income,4
94692,21,Student,Below Rs.10000,1
94693,24,Student,No Income,3
94694,22,Student,No Income,4
94695,22,Student,No Income,4
94696,23,Student,No Income,4
94697,21,Student,Below Rs.10000,3
94698,25,Student,No Income,3
94699,22,Student,No Income,5
94700,22,Student,No Income,3
94701,23,Employee,10001 to 25000,3
94702,22,Student,Below Rs.10000,4
94703,22,Employee,10001 to 25000,5
94704,22,Student,No Income,4
94705,25,Employee,More than 50000,4
94706,22,Student,10001 to 25000,5
94707,22,Student,No Income,2
94708,25,Student,10001 to 25000,3
94709,25,Student,No Income,5
94710,32,House wife,No Income,5
94711,23,Student,No Income,3
94712,23,Student,No Income,4
94713,30,Self Employeed,More than 50000,4
94714,23,Student,No Income,3
94715,23,Student,No Income,4
94716,22,Student,No Income,5
94717,22,Student,No Income,5
94718,27,Self Employeed,10001 to 25000,2
94719,24,Student,No Income,3
94720,23,Student,No Income,2
94721,23,Student,No Income,3
94722,22,Student,10001 to 25000,5
94723,23,Student,No Income,5
94724,23,Student,No Income,2
94725,24,Student,No Income,3
94726,25,Student,No Income,2
94727,22,Student,No Income,3
94728,28,Student,No Income,2
94729,22,Student,No Income,1
94730,24,Student,No Income,3
94731,31,Employee,More than 50000,5
94732,25,Student,No Income,4
94733,23,Student,No Income,5
94734,22,Student,No Income,3
94735,23,Student,25001 to 50000,1
94736,23,Student,No Income,4
94737,23,Student,No Income,2
94738,25,Student,No Income,6
94739,24,Employee,10001 to 25000,4
94740,23,Student,No Income,4
94741,23,Student,No Income,4
94742,24,Employee,More than 50000,4
94743,22,Student,No Income,4
94744,24,Student,10001 to 25000,3
94745,25,Student,No Income,3
94746,23,Student,No Income,2
94747,26,Student,No Income,4
94748,24,Student,25001 to 50000,3
94749,26,Student,No Income,4
94750,21,Student,No Income,4
94751,22,Student,No Income,3
94752,24,Student,No Income,5
94753,24,Student,10001 to 25000,4
94754,23,Student,No Income,3
94755,23,Student,No Income,3
94756,22,Student,No Income,3
94757,23,Student,No Income,3
94758,24,Student,No Income,4
94759,24,Student,No Income,5
94760,25,Student,No Income,1
94761,25,Student,No Income,5
94762,28,Self Employeed,10001 to 25000,2
94763,27,Employee,25001 to 50000,5
94764,26,Self Employeed,10001 to 25000,1
94765,22,Student,No Income,2
94766,24,Student,No Income,3
94767,23,Student,No Income,1
94768,25,Student,No Income,1
94769,23,Student,No Income,5
94770,23,Student,No Income,5
94771,26,Employee,25001 to 50000,5
94772,32,House wife,No Income,3
94773,24,Student,10001 to 25000,3
94774,23,Student,No Income,2
94775,22,Employee,10001 to 25000,3
94776,24,Student,No Income,3
94777,26,Employee,25001 to 50000,2
94778,28,Employee,More than 50000,3
94779,26,Employee,More than 50000,2
94780,25,Student,No Income,1
94781,25,Employee,Below Rs.10000,2
94782,18,Student,No Income,5
94783,21,Student,No Income,4
94784,25,Student,No Income,1
94785,25,Student,Below Rs.10000,2
94786,23,Student,No Income,5
94787,23,Employee,10001 to 25000,2
94788,25,Employee,25001 to 50000,4
94789,31,House wife,No Income,5
94790,24,Self Employeed,More than 50000,2
94791,32,Employee,25001 to 50000,5
94792,25,Employee,25001 to 50000,3
94793,27,Self Employeed,More than 50000,5
94794,26,Self Employeed,25001 to 50000,3
94795,26,Self Employeed,25001 to 50000,3
94796,32,Employee,More than 50000,5
94797,24,Self Employeed,More than 50000,6
94798,27,Self Employeed,25001 to 50000,3
94799,23,Student,No Income,3
94800,25,Student,No Income,4
94801,23,Student,No Income,3
94802,23,Student,No Income,4
94803,28,Employee,More than 50000,3
94804,32,Employee,More than 50000,1
94805,23,Student,No Income,2
94806,19,Student,No Income,2
94807,19,Student,No Income,4
94808,27,Employee,25001 to 50000,2
94809,25,Self Employeed,25001 to 50000,3
94810,33,Employee,More than 50000,5
94811,26,Employee,More than 50000,3
94812,22,Student,Below Rs.10000,4
94813,23,Student,No Income,3
94814,22,Student,No Income,3
94815,25,Employee,25001 to 50000,2
94816,30,House wife,No Income,5
94817,24,Student,No Income,3
94818,25,Employee,10001 to 25000,3
94819,23,Student,More than 50000,3
94820,24,Student,No Income,4
94821,32,Employee,10001 to 25000,4
94822,22,Student,No Income,4
94823,23,Student,More than 50000,3
94824,23,Student,No Income,4
94825,20,Student,No Income,2
94826,21,Student,No Income,2
94827,24,Self Employeed,10001 to 25000,5
94828,23,Student,No Income,4
94829,25,Employee,25001 to 50000,3
94830,32,House wife,No Income,3
94831,27,Employee,More than 50000,5
94832,20,Student,No Income,2
94833,21,Student,No Income,2
94834,26,Employee,More than 50000,3
94835,25,Employee,10001 to 25000,4
94836,26,Employee,25001 to 50000,3
94837,26,Employee,25001 to 50000,3
94838,27,Employee,More than 50000,4
94839,27,Student,No Income,5
94840,24,Student,No Income,5
94841,25,Self Employeed,More than 50000,2
94842,20,Student,No Income,2
94843,22,Student,No Income,1
94844,26,Student,Below Rs.10000,3
94845,27,Employee,25001 to 50000,1
94846,25,Student,No Income,3
94847,24,Employee,Below Rs.10000,2
94848,23,Employee,10001 to 25000,6
94849,22,Student,No Income,2
94850,26,Self Employeed,More than 50000,3
94851,26,Employee,Below Rs.10000,1
94852,25,Self Employeed,25001 to 50000,3
94853,29,Employee,More than 50000,3
94854,23,Student,Below Rs.10000,3
94855,22,Employee,25001 to 50000,4
94856,22,Student,No Income,2
94857,32,House wife,No Income,5
94858,28,Employee,More than 50000,1
94859,22,Student,No Income,2
94860,25,Employee,10001 to 25000,2
94861,26,Employee,25001 to 50000,2
94862,31,Self Employeed,More than 50000,6
94863,24,Student,No Income,3
94864,24,Employee,25001 to 50000,2
94865,31,Employee,More than 50000,5
94866,26,Employee,25001 to 50000,2
94867,24,Self Employeed,More than 50000,2
94868,22,Student,No Income,3
94869,19,Student,No Income,6
94870,25,Employee,More than 50000,6
94871,23,House wife,No Income,6
94872,23,Student,No Income,2
94873,23,Student,No Income,2
94874,24,Student,No Income,5
94875,22,Employee,25001 to 50000,4
94876,26,Employee,More than 50000,4
94877,25,Student,No Income,3
94878,20,Student,No Income,2
94879,29,Employee,25001 to 50000,4
94880,23,Student,No Income,1
94881,25,Self Employeed,More than 50000,2
94882,29,Employee,25001 to 50000,4
94883,27,Self Employeed,25001 to 50000,6
94884,25,Self Employeed,10001 to 25000,3
94885,21,Student,No Income,2
94886,23,Student,No Income,3
94887,24,Employee,10001 to 25000,4
94888,32,Self Employeed,10001 to 25000,3
94889,28,Employee,25001 to 50000,5
94890,26,Employee,10001 to 25000,2
94891,31,House wife,No Income,5
94892,27,Self Employeed,25001 to 50000,3
94893,21,Student,No Income,1
94894,23,Student,No Income,2
94895,26,Employee,10001 to 25000,4
94896,32,Employee,More than 50000,5
94897,25,Student,No Income,2
94898,28,Self Employeed,10001 to 25000,2
94899,21,Student,No Income,3
94900,24,Student,No Income,2
94901,26,Self Employeed,10001 to 25000,5
94902,32,Employee,25001 to 50000,3
94903,29,Self Employeed,More than 50000,6
94904,21,Student,No Income,5
94905,24,Self Employeed,25001 to 50000,3
94906,26,Self Employeed,More than 50000,2
94907,25,Employee,More than 50000,3
94908,29,Employee,25001 to 50000,3
94909,22,Student,No Income,3
94910,24,Student,No Income,2
94911,27,Employee,25001 to 50000,2
94912,23,Student,No Income,3
94913,32,Employee,More than 50000,6
94914,22,Student,No Income,2
94915,28,Employee,25001 to 50000,3
94916,23,Student,No Income,2
94917,30,Self Employeed,More than 50000,1
94918,21,Student,No Income,3
94919,26,Employee,Below Rs.10000,6
94920,25,Self Employeed,More than 50000,3
94921,31,Employee,Below Rs.10000,1
94922,23,Employee,25001 to 50000,2
94923,29,Employee,25001 to 50000,3
94924,21,Student,No Income,6
94925,20,Student,No Income,3
94926,22,Employee,10001 to 25000,2
94927,30,House wife,No Income,6
94928,27,Self Employeed,More than 50000,3
94929,23,Student,No Income,2
94930,30,Self Employeed,25001 to 50000,6
94931,23,Student,No Income,3
94932,28,Employee,25001 to 50000,6
94933,30,Self Employeed,More than 50000,6
94934,24,Employee,25001 to 50000,2
94935,21,Student,No Income,2
94936,23,Employee,10001 to 25000,3
94937,25,Self Employeed,More than 50000,4
94938,24,Employee,25001 to 50000,2
94939,26,Employee,10001 to 25000,3
94940,25,Employee,25001 to 50000,2
94941,22,Student,25001 to 50000,3
94942,26,Employee,25001 to 50000,2
94943,23,Employee,10001 to 25000,2
94944,21,Employee,Below Rs.10000,2
94945,25,Self Employeed,25001 to 50000,3
94946,24,Employee,10001 to 25000,2
94947,22,Student,No Income,2
94948,23,Student,No Income,4
94949,24,Employee,More than 50000,3
94950,22,Student,No Income,2
94951,30,Employee,More than 50000,5
94952,23,Employee,10001 to 25000,4
94953,19,Student,No Income,6
94954,21,Student,No Income,2
94955,23,Student,No Income,4
94956,24,Employee,25001 to 50000,3
94957,26,Employee,10001 to 25000,2
94958,26,Student,No Income,2
94959,25,Student,10001 to 25000,2
94960,28,Employee,25001 to 50000,5
94961,25,Student,No Income,3
94962,20,Student,No Income,2
94963,27,Self Employeed,More than 50000,6
94964,25,Employee,25001 to 50000,3
94965,24,Student,No Income,5
94966,25,Employee,More than 50000,1
94967,25,Employee,25001 to 50000,3
94968,24,Student,Below Rs.10000,5
94969,24,Student,No Income,3
94970,22,Employee,10001 to 25000,1
94971,28,Employee,25001 to 50000,2
94972,25,Employee,More than 50000,6
94973,22,Student,Below Rs.10000,3
94974,22,Student,No Income,6
94975,22,Student,Below Rs.10000,4
94976,27,Employee,More than 50000,2
94977,22,Student,No Income,3
94978,24,Student,No Income,3
94979,23,Student,No Income,2
94980,23,Student,No Income,4
94981,22,Student,No Income,5
94982,23,Student,Below Rs.10000,2
94983,32,Employee,More than 50000,5
94984,25,Student,No Income,2
94985,28,Self Employeed,10001 to 25000,2
94986,21,Student,No Income,3
94987,24,Student,No Income,2
94988,26,Self Employeed,10001 to 25000,5
94989,32,Employee,25001 to 50000,3
94990,29,Self Employeed,More than 50000,6
94991,21,Student,No Income,5
94992,24,Self Employeed,25001 to 50000,3
94993,26,Self Employeed,More than 50000,2
94994,21,Employee,More than 50000,3
94995,29,Employee,25001 to 50000,3
94996,22,Student,No Income,3
94997,24,Student,No Income,2
94998,27,Employee,25001 to 50000,2
94999,23,Student,No Income,3
95000,32,Employee,More than 50000,6
95001,22,Student,No Income,2
95002,22,Employee,25001 to 50000,4
95003,26,Employee,More than 50000,4
95004,25,Student,No Income,3
95005,20,Student,No Income,2
95006,29,Employee,25001 to 50000,4
95007,23,Student,No Income,1
95008,25,Self Employeed,More than 50000,2
95009,29,Employee,25001 to 50000,4
95010,27,Self Employeed,25001 to 50000,6
95011,25,Self Employeed,10001 to 25000,3
95012,21,Student,No Income,2
95013,23,Student,No Income,3
95014,24,Employee,10001 to 25000,4
95015,22,Self Employeed,10001 to 25000,3
95016,28,Employee,25001 to 50000,5
95017,26,Employee,10001 to 25000,2
95018,22,Employee,25001 to 50000,4
95019,26,Employee,More than 50000,4
95020,25,Student,No Income,3
95021,20,Student,No Income,2
95022,29,Employee,25001 to 50000,4
95023,23,Student,No Income,1
95024,25,Self Employeed,More than 50000,2
95025,29,Employee,25001 to 50000,4
95026,27,Self Employeed,25001 to 50000,6
95027,25,Self Employeed,10001 to 25000,3
95028,21,Student,No Income,2
95029,24,Student,No Income,2
95030,26,Self Employeed,10001 to 25000,5
95031,32,Employee,25001 to 50000,3
95032,29,Self Employeed,More than 50000,6
95033,21,Student,No Income,5
95034,24,Self Employeed,25001 to 50000,3
95035,26,Self Employeed,More than 50000,2
95036,31,Employee,More than 50000,3
95037,29,Employee,25001 to 50000,3
95038,22,Student,No Income,3
95039,24,Student,No Income,2
95040,27,Employee,25001 to 50000,2
95041,23,Student,No Income,3
95042,30,Employee,More than 50000,6
95043,22,Student,No Income,2
95044,28,Employee,25001 to 50000,3
95045,23,Student,No Income,2
95046,30,Self Employeed,More than 50000,1
95047,21,Student,No Income,3
95048,26,Employee,Below Rs.10000,6
95049,25,Self Employeed,More than 50000,3
95050,31,Employee,Below Rs.10000,1
95051,23,Employee,25001 to 50000,2
95052,22,Student,Below Rs.10000,4
95053,27,Employee,More than 50000,2
95054,22,Student,No Income,3
95055,24,Student,No Income,3
95056,23,Student,No Income,2
95057,23,Student,No Income,4
95058,22,Student,No Income,5
95059,23,Student,Below Rs.10000,2
95060,23,Student,No Income,5
95061,20,Student,No Income,4
95062,24,Student,Below Rs.10000,3
95063,22,Student,Below Rs.10000,3
95064,22,Student,No Income,6
95065,22,Student,Below Rs.10000,4
95066,27,Employee,More than 50000,2
95067,22,Student,No Income,3
95068,24,Student,No Income,3
95069,23,Student,No Income,2
95070,23,Student,No Income,4
95071,22,Student,No Income,5
95072,23,Student,Below Rs.10000,2
95073,23,Student,No Income,5
95074,21,Student,No Income,4
95075,23,Self Employeed,10001 to 25000,5
95076,24,Student,No Income,6
95077,28,Employee,25001 to 50000,2
95078,23,Student,No Income,3
95079,25,Student,No Income,4
95080,21,Student,Below Rs.10000,1
95081,24,Student,No Income,3
95082,22,Student,No Income,4
95083,22,Student,No Income,4
95084,23,Student,No Income,4
95085,21,Student,Below Rs.10000,3
